,entity,classes
568,DBPEDIA_ID/2009_Taça_da_Liga_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
569,DBPEDIA_ID/2009_Trinidad_and_Tobago_League_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
570,DBPEDIA_ID/2009–10_FA_Youth_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
571,DBPEDIA_ID/2009–10_Maltese_FA_Trophy,Event
572,DBPEDIA_ID/2010_WAFU_Nations_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
573,DBPEDIA_ID/2010–11_Magyar_Kupa,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
574,DBPEDIA_ID/2010–11_Saudi_Crown_Prince_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
575,DBPEDIA_ID/2011_CONCACAF_Gold_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
576,DBPEDIA_ID/2011_Chinese_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
577,DBPEDIA_ID/2011_Egypt_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
578,DBPEDIA_ID/2011_South_American_Beach_Games,"SportsEvent,Event,SocietalEvent"
579,DBPEDIA_ID/2011–12_Liga_Indonesia_Premier_Division_second_round_Group_A,Event
580,DBPEDIA_ID/2012_AFC_Futsal_Championship_qualification,Event
581,DBPEDIA_ID/2012_All-Ireland_Senior_Hurling_Championship,Event
582,DBPEDIA_ID/2012_Bani_Walid_uprising,"MilitaryConflict,Event,SocietalEvent"
583,DBPEDIA_ID/2012_Connacht_Senior_Football_Championship,Event
584,DBPEDIA_ID/2012_Coupe_de_la_Ligue_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
585,DBPEDIA_ID/2012_FAI_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
586,DBPEDIA_ID/2012_FKF_President's_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
587,DBPEDIA_ID/2012_Maldives_FA_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
588,DBPEDIA_ID/2012_Segunda_División_play-offs,Event
589,DBPEDIA_ID/2012_Uzbekistan_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
590,DBPEDIA_ID/2012–13_Coupe_de_la_Ligue,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
591,DBPEDIA_ID/2012–13_Danish_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
592,DBPEDIA_ID/2012–13_Irish_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
593,DBPEDIA_ID/2013_Africa_Cup_of_Nations_Group_B,Event
594,DBPEDIA_ID/2013_Bosnia_and_Herzegovina_Football_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
595,DBPEDIA_ID/2013_Copa_Venezuela,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
596,DBPEDIA_ID/2013_Cyprus_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
597,DBPEDIA_ID/2013_FA_Trophy_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
598,DBPEDIA_ID/2013_Football_League_Two_play-off_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
599,DBPEDIA_ID/2013_Grand_Prix_de_Futsal,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
600,DBPEDIA_ID/2013_Lebanese_Elite_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
601,DBPEDIA_ID/2013_Leinster_Senior_Football_Championship,Event
602,DBPEDIA_ID/2013_OFC_Beach_Soccer_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
603,DBPEDIA_ID/2013_Open_Féminin_de_Marseille,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
604,DBPEDIA_ID/2013_Preakness_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
605,DBPEDIA_ID/2013_Save_Cup,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
606,DBPEDIA_ID/2013_South_American_Youth_Football_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
607,DBPEDIA_ID/2013_Soweto_Open,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
608,DBPEDIA_ID/2013–14_League_Cup_(Gibraltar),"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
609,DBPEDIA_ID/2013–14_Moldovan_Women's_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
610,DBPEDIA_ID/2014_AFC_Champions_League_knock-out_stage,Event
611,DBPEDIA_ID/2014_AFC_Cup_knock-out_stage,Event
612,DBPEDIA_ID/2014_CONCACAF_Women's_U-20_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
613,DBPEDIA_ID/2014_Comerica_Bank_Challenger,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
614,DBPEDIA_ID/2014_Copa_de_la_Reina_de_Fútbol,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
615,DBPEDIA_ID/2014_FIFA_World_Cup_qualification,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
616,DBPEDIA_ID/2014_Jinggu_earthquake,"NaturalEvent,Earthquake,Event"
617,DBPEDIA_ID/2014_Lebanese_Elite_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
618,DBPEDIA_ID/2014–15_CONCACAF_Champions_League_group_stage,Event
619,DBPEDIA_ID/2014–15_UEFA_Champions_League,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
620,DBPEDIA_ID/2015_Africa_Cup_of_Nations_qualification_Group_C,Event
621,DBPEDIA_ID/2015_CFU_Club_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
622,DBPEDIA_ID/2015_Commonwealth_Youth_Games,"SportsEvent,Event,SocietalEvent"
623,DBPEDIA_ID/2015_Fukuoka_International_Women's_Cup,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
624,DBPEDIA_ID/2015_Sultan_Haji_Ahmad_Shah_Cup,"SportsEvent,FootballMatch,Event,SocietalEvent"
625,DBPEDIA_ID/2018_FIFA_World_Cup_qualification_(CONCACAF),"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
626,DBPEDIA_ID/24th_Yokohama_Film_Festival,"FilmFestival,Event,SocietalEvent"
627,DBPEDIA_ID/30th_World_Science_Fiction_Convention,"SocietalEvent,Event,Convention"
628,DBPEDIA_ID/37th_World_Science_Fiction_Convention,"SocietalEvent,Event,Convention"
629,DBPEDIA_ID/Abushiri_Revolt,"MilitaryConflict,Event,SocietalEvent"
630,DBPEDIA_ID/All-Ireland_Senior_Club_Camogie_Championship_1966,Event
631,DBPEDIA_ID/All-Ireland_Senior_Club_Camogie_Championship_1984,Event
632,DBPEDIA_ID/All-Ireland_Senior_Club_Camogie_Championship_1997,Event
633,DBPEDIA_ID/Alpine_skiing_at_the_1960_Winter_Olympics_–_Women's_giant_slalom,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
634,DBPEDIA_ID/Ambela_Campaign,"MilitaryConflict,Event,SocietalEvent"
635,DBPEDIA_ID/American_1000_Guineas_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
636,DBPEDIA_ID/Ardmore_Open_(LPGA_Tour),"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
637,DBPEDIA_ID/Athletics_at_the_1960_Summer_Olympics_–_Men's_5000_metres,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
638,DBPEDIA_ID/Athletics_at_the_1960_Summer_Olympics_–_Men's_50_kilometres_walk,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
639,"DBPEDIA_ID/Azerbaijani_presidential_election,_2013","SocietalEvent,Election,Event"
640,DBPEDIA_ID/Babur_Mirza's_Invasion_of_Khorasan,"MilitaryConflict,Event,SocietalEvent"
641,DBPEDIA_ID/Backlash_(2004),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
642,DBPEDIA_ID/Bald_Hills_War,"MilitaryConflict,Event,SocietalEvent"
643,DBPEDIA_ID/Banka_Koper_Slovenia_Open,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
644,DBPEDIA_ID/Bardia_raid,"MilitaryConflict,Event,SocietalEvent"
645,DBPEDIA_ID/Battle_of_Araure,"MilitaryConflict,Event,SocietalEvent"
646,DBPEDIA_ID/Battle_of_Baku,"MilitaryConflict,Event,SocietalEvent"
647,DBPEDIA_ID/Battle_of_Barranca_Seca,"MilitaryConflict,Event,SocietalEvent"
648,DBPEDIA_ID/Battle_of_Buqqar_Ridge,"MilitaryConflict,Event,SocietalEvent"
649,DBPEDIA_ID/Battle_of_Burki,"MilitaryConflict,Event,SocietalEvent"
650,DBPEDIA_ID/Battle_of_Calicut_(1502),"MilitaryConflict,Event,SocietalEvent"
651,DBPEDIA_ID/Battle_of_Chumonchin_Chan,"MilitaryConflict,Event,SocietalEvent"
652,DBPEDIA_ID/Battle_of_Clyst_Heath_(1455),"MilitaryConflict,Event,SocietalEvent"
653,DBPEDIA_ID/Battle_of_Coille_Bhan,"MilitaryConflict,Event,SocietalEvent"
654,DBPEDIA_ID/Battle_of_Faesulae_(225_BC),"MilitaryConflict,Event,SocietalEvent"
655,DBPEDIA_ID/Battle_of_Groenkloof,"MilitaryConflict,Event,SocietalEvent"
656,DBPEDIA_ID/Battle_of_Górzno,"MilitaryConflict,Event,SocietalEvent"
657,DBPEDIA_ID/Battle_of_Ismailia,"MilitaryConflict,Event,SocietalEvent"
658,DBPEDIA_ID/Battle_of_Khyber_pass,"MilitaryConflict,Event,SocietalEvent"
659,DBPEDIA_ID/Battle_of_Kiawe_Bridge,"MilitaryConflict,Event,SocietalEvent"
660,DBPEDIA_ID/Battle_of_Kien_Long,"MilitaryConflict,Event,SocietalEvent"
661,DBPEDIA_ID/Battle_of_La_Flor,"MilitaryConflict,Event,SocietalEvent"
662,DBPEDIA_ID/Battle_of_Latema_Nek,"MilitaryConflict,Event,SocietalEvent"
663,DBPEDIA_ID/Battle_of_Liopetri,"MilitaryConflict,Event,SocietalEvent"
664,DBPEDIA_ID/Battle_of_Longstop_Hill_(1943),"MilitaryConflict,Event,SocietalEvent"
665,DBPEDIA_ID/Battle_of_Makahambus_Hill,"MilitaryConflict,Event,SocietalEvent"
666,DBPEDIA_ID/Battle_of_Memel_(1323),"MilitaryConflict,Event,SocietalEvent"
667,DBPEDIA_ID/Battle_of_Montemaggiore,"MilitaryConflict,Event,SocietalEvent"
668,DBPEDIA_ID/Battle_of_Pieve_al_Toppo,"MilitaryConflict,Event,SocietalEvent"
669,DBPEDIA_ID/Battle_of_Rodeo_de_Chacón,"MilitaryConflict,Event,SocietalEvent"
670,DBPEDIA_ID/Battle_of_Safira,"MilitaryConflict,Event,SocietalEvent"
671,DBPEDIA_ID/Battle_of_San_Félix,"MilitaryConflict,Event,SocietalEvent"
672,DBPEDIA_ID/Battle_of_Sarimbun_Beach,"MilitaryConflict,Event,SocietalEvent"
673,DBPEDIA_ID/Battle_of_Seseña,"MilitaryConflict,Event,SocietalEvent"
674,DBPEDIA_ID/Battle_of_Suoi_Chau_Pha,"MilitaryConflict,Event,SocietalEvent"
675,DBPEDIA_ID/Battle_of_Treviso,"MilitaryConflict,Event,SocietalEvent"
676,DBPEDIA_ID/Battle_of_Wogastisburg,"MilitaryConflict,Event,SocietalEvent"
677,DBPEDIA_ID/Battle_of_the_Notch,"MilitaryConflict,Event,SocietalEvent"
678,DBPEDIA_ID/Biathlon_at_the_1968_Winter_Olympics_–_Individual,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
679,DBPEDIA_ID/Biathlon_at_the_1994_Winter_Olympics_–_Women's_sprint,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
680,DBPEDIA_ID/Biscay_Campaign,"MilitaryConflict,Event,SocietalEvent"
681,"DBPEDIA_ID/Brazilian_general_election,_1998","SocietalEvent,Election,Event"
682,DBPEDIA_ID/Breeders_Classic,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
683,DBPEDIA_ID/Bunkhouse_Stampede_(1988),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
684,DBPEDIA_ID/Byzantine–Ottoman_Wars,"MilitaryConflict,Event,SocietalEvent"
685,DBPEDIA_ID/CMLL_Super_Viernes_(November_2012),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
686,DBPEDIA_ID/CMLL_Universal_Championship_(2011),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
687,DBPEDIA_ID/CMLL_singles_wrestling_tournaments,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
688,"DBPEDIA_ID/Canadian_federal_election,_1968","SocietalEvent,Election,Event"
689,DBPEDIA_ID/Capture_of_Baghdad_(1638),"MilitaryConflict,Event,SocietalEvent"
690,DBPEDIA_ID/Capture_of_Cannanore,"MilitaryConflict,Event,SocietalEvent"
691,"DBPEDIA_ID/Chadian_presidential_election,_2011","SocietalEvent,Election,Event"
692,"DBPEDIA_ID/Cihanbeyli_by-election,_2002","SocietalEvent,Election,Event"
693,Cincomarzada,"MilitaryConflict,Event,SocietalEvent"
694,DBPEDIA_ID/Civil_conflict_in_Turkey,"MilitaryConflict,Event,SocietalEvent"
695,DBPEDIA_ID/Coca-Cola_Charity_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
696,DBPEDIA_ID/Commonwealth_Powerlifting_Championships,"SportsEvent,Event,SocietalEvent"
697,DBPEDIA_ID/Convoy_OG_71,"MilitaryConflict,Event,SocietalEvent"
698,DBPEDIA_ID/Copa_Tres_Diamantes,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
699,DBPEDIA_ID/Copa_da_Republica_de_Ciclismo,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
700,DBPEDIA_ID/Cycling_at_the_1984_Summer_Olympics_–_Men's_team_time_trial,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
701,DBPEDIA_ID/Cycling_at_the_2004_Summer_Olympics_–_Men's_individual_road_race,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
702,DBPEDIA_ID/Cyprus_Mutiny,"MilitaryConflict,Event,SocietalEvent"
703,DBPEDIA_ID/Daraa_offensive_(January_2015),"MilitaryConflict,Event,SocietalEvent"
704,DBPEDIA_ID/Diving_at_the_1932_Summer_Olympics_–_Men's_10_metre_platform,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
705,DBPEDIA_ID/Diving_at_the_1936_Summer_Olympics_–_Men's_3_metre_springboard,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
706,DBPEDIA_ID/Dynamite!!_2008,"SportsEvent,MixedMartialArtsEvent,Event,SocietalEvent"
707,"DBPEDIA_ID/Dún_Laoghaire–Rathdown_County_Council_election,_2014","SocietalEvent,Election,Event"
708,DBPEDIA_ID/EMLL_7th_Anniversary_Show,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
709,DBPEDIA_ID/1894_Sasun_rebellion,"MilitaryConflict,Event,SocietalEvent"
710,DBPEDIA_ID/1990_FIFA_World_Cup_Group_E,Event
711,DBPEDIA_ID/1994_FIFA_World_Cup_Group_E,Event
712,DBPEDIA_ID/1998_FIFA_World_Cup_Group_E,Event
713,DBPEDIA_ID/2006_FIFA_World_Cup_Group_E,Event
714,DBPEDIA_ID/2007_World_Championships_in_Athletics,"SportsEvent,Event,SocietalEvent"
715,DBPEDIA_ID/2010_FIFA_World_Cup_Group_E,Event
716,DBPEDIA_ID/24/7_Film_Festival,"FilmFestival,Event,SocietalEvent"
717,DBPEDIA_ID/Engadin_Skimarathon,"SocietalEvent,Event,Convention"
718,DBPEDIA_ID/ATP_Auckland_Open,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
719,DBPEDIA_ID/Ethnic_violence_in_South_Sudan_(2011–present),"MilitaryConflict,Event,SocietalEvent"
720,"DBPEDIA_ID/Extremaduran_parliamentary_election,_2011","SocietalEvent,Election,Event"
721,DBPEDIA_ID/Fencing_at_the_1952_Summer_Olympics_–_Men's_foil,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
722,DBPEDIA_ID/Fencing_at_the_1964_Summer_Olympics_–_Women's_team_foil,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
723,DBPEDIA_ID/Fencing_at_the_1976_Summer_Olympics_–_Men's_team_épée,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
724,DBPEDIA_ID/First_Battle_of_Picardy,"MilitaryConflict,Event,SocietalEvent"
725,DBPEDIA_ID/Football_at_the_1928_Summer_Olympics,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
726,DBPEDIA_ID/Fourth_Annual_Square_Go,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
727,DBPEDIA_ID/Fox_Hollow_Festival,"MusicFestival,Event,SocietalEvent"
728,DBPEDIA_ID/Freedom/Orlando_Classic,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
729,DBPEDIA_ID/Freestyle_skiing_at_the_2014_Winter_Olympics_–_Men's_halfpipe,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
730,DBPEDIA_ID/French_conquest_of_Tunisia,"MilitaryConflict,Event,SocietalEvent"
731,DBPEDIA_ID/Friday_the_13th_motorcycle_rally,"SocietalEvent,Event,Convention"
732,DBPEDIA_ID/Fulke_Walwyn_Kim_Muir_Challenge_Cup,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
733,DBPEDIA_ID/Gael_Linn_Cup_1958,Event
734,DBPEDIA_ID/Gael_Linn_Cup_1961,Event
735,DBPEDIA_ID/Gallaher_Ulster_Open,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
736,Gamaya,"SocietalEvent,Event,Convention"
737,DBPEDIA_ID/Genesis_(2007),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
738,"DBPEDIA_ID/German_federal_election,_1903","SocietalEvent,Election,Event"
739,DBPEDIA_ID/Gettysburg_Campaign,"MilitaryConflict,Event,SocietalEvent"
740,AnimeCon,"SocietalEvent,Event,Convention"
741,DBPEDIA_ID/Anime_Matsuri,"SocietalEvent,Event,Convention"
742,DBPEDIA_ID/Animecon_(Finland),"SocietalEvent,Event,Convention"
743,DBPEDIA_ID/Glory_15:_Istanbul,"SportsEvent,MixedMartialArtsEvent,Event,SocietalEvent"
744,DBPEDIA_ID/Gran_Premio_di_Chiasso,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
745,DBPEDIA_ID/Great_Falls_Balloon_Festival,"SocietalEvent,Event,Convention"
746,DBPEDIA_ID/Gymnastics_at_the_2004_Summer_Olympics_–_Men's_artistic_individual_all-around,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
747,DBPEDIA_ID/Hadsten_Grand_Prix,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
748,DBPEDIA_ID/Heroes_of_Wrestling,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
749,"DBPEDIA_ID/Hong_Kong_sanitary_board_election,_1917","SocietalEvent,Election,Event"
750,DBPEDIA_ID/Battle_of_Abu-Ageila_(1967),"MilitaryConflict,Event,SocietalEvent"
751,DBPEDIA_ID/Battle_of_Bassignana_(1799),"MilitaryConflict,Event,SocietalEvent"
752,DBPEDIA_ID/Battle_of_Beneventum_(212_BC),"MilitaryConflict,Event,SocietalEvent"
753,DBPEDIA_ID/Battle_of_Beneventum_(214_BC),"MilitaryConflict,Event,SocietalEvent"
754,DBPEDIA_ID/Battle_of_Beneventum_(275_BC),"MilitaryConflict,Event,SocietalEvent"
755,DBPEDIA_ID/Battle_of_Blandford,"MilitaryConflict,Event,SocietalEvent"
756,DBPEDIA_ID/Battle_of_Brest_(1342),"MilitaryConflict,Event,SocietalEvent"
757,DBPEDIA_ID/Battle_of_Ceva,"MilitaryConflict,Event,SocietalEvent"
758,DBPEDIA_ID/Battle_of_Durazzo_(1915),"MilitaryConflict,Event,SocietalEvent"
759,DBPEDIA_ID/Battle_of_Durazzo_(1918),"MilitaryConflict,Event,SocietalEvent"
760,DBPEDIA_ID/Battle_of_Four_Lakes,"MilitaryConflict,Event,SocietalEvent"
761,DBPEDIA_ID/Battle_of_Guinegate_(1479),"MilitaryConflict,Event,SocietalEvent"
762,DBPEDIA_ID/Battle_of_Hollabrunn_(1809),"MilitaryConflict,Event,SocietalEvent"
763,DBPEDIA_ID/Battle_of_Inverurie_(1745),"MilitaryConflict,Event,SocietalEvent"
764,DBPEDIA_ID/Battle_of_Kazan_(1774),"MilitaryConflict,Event,SocietalEvent"
765,DBPEDIA_ID/Battle_of_Leuze,"MilitaryConflict,Event,SocietalEvent"
766,DBPEDIA_ID/Battle_of_Moncontour,"MilitaryConflict,Event,SocietalEvent"
767,DBPEDIA_ID/Battle_of_Najaf_(2003),"MilitaryConflict,Event,SocietalEvent"
768,DBPEDIA_ID/Battle_of_Najaf_(2007),"MilitaryConflict,Event,SocietalEvent"
769,DBPEDIA_ID/Battle_of_Qurna,"MilitaryConflict,Event,SocietalEvent"
770,DBPEDIA_ID/Battle_of_Saigon_(1955),"MilitaryConflict,Event,SocietalEvent"
771,DBPEDIA_ID/Battle_of_Saigon_(1968),"MilitaryConflict,Event,SocietalEvent"
772,DBPEDIA_ID/Battle_of_Sakarya,"MilitaryConflict,Event,SocietalEvent"
773,DBPEDIA_ID/Battle_of_San_Pietro,"MilitaryConflict,Event,SocietalEvent"
774,DBPEDIA_ID/Battle_of_San_Pietro_Infine,"MilitaryConflict,Event,SocietalEvent"
775,DBPEDIA_ID/Battle_of_Sipe-Sipe,"MilitaryConflict,Event,SocietalEvent"
776,DBPEDIA_ID/Battle_of_Stralsund_(1809),"MilitaryConflict,Event,SocietalEvent"
777,DBPEDIA_ID/Battle_of_Tarutino,"MilitaryConflict,Event,SocietalEvent"
778,DBPEDIA_ID/Battle_of_Tatarahama_(1336),"MilitaryConflict,Event,SocietalEvent"
779,DBPEDIA_ID/Battle_of_Unsan,"MilitaryConflict,Event,SocietalEvent"
780,DBPEDIA_ID/Battle_of_Wesenberg_(1268),"MilitaryConflict,Event,SocietalEvent"
781,DBPEDIA_ID/Battle_of_the_Espero_Convoy,"MilitaryConflict,Event,SocietalEvent"
782,DBPEDIA_ID/Battle_on_the_Po_(1431),"MilitaryConflict,Event,SocietalEvent"
783,"DBPEDIA_ID/Illinois_Senate_elections,_2010","SocietalEvent,Election,Event"
784,"DBPEDIA_ID/Ilocos_Sur's_1st_legislative_district_special_election,_2011","SocietalEvent,Election,Event"
785,"DBPEDIA_ID/Italian_regional_elections,_1980","SocietalEvent,Election,Event"
786,DBPEDIA_ID/Jackson_Hole_Wildlife_Film_Festival,"FilmFestival,Event,SocietalEvent"
787,DBPEDIA_ID/Jafar_Sultan_revolt,"MilitaryConflict,Event,SocietalEvent"
788,DBPEDIA_ID/Black_May_(1943),"MilitaryConflict,Event,SocietalEvent"
789,DBPEDIA_ID/Blockade_of_Almeida,"MilitaryConflict,Event,SocietalEvent"
790,"DBPEDIA_ID/Joint_warfare_in_South_Vietnam,_1963–69","MilitaryConflict,Event,SocietalEvent"
791,DBPEDIA_ID/Judgment_Day_(2000),"SportsEvent,WrestlingEvent,Event,SocietalEvent"
792,"DBPEDIA_ID/Kazakhstani_presidential_election,_2011","SocietalEvent,Election,Event"
793,DBPEDIA_ID/CMLL_75th_Anniversary_Show,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
794,DBPEDIA_ID/Leningrad_Strategic_Defensive,"MilitaryConflict,Event,SocietalEvent"
795,"DBPEDIA_ID/Liberal_Party_of_Australia_leadership_spill,_1994","SocietalEvent,Election,Event"
796,"DBPEDIA_ID/Lithuanian_parliamentary_election,_2000","SocietalEvent,Election,Event"
797,DBPEDIA_ID/Livonian_campaign_of_Stephen_Báthory,"MilitaryConflict,Event,SocietalEvent"
798,DBPEDIA_ID/Luge_at_the_1964_Winter_Olympics_–_Men's_singles,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
799,DBPEDIA_ID/Macedonia_at_the_2013_Mediterranean_Games,Event
800,DBPEDIA_ID/Malaysia_at_the_1985_Southeast_Asian_Games,Event
801,DBPEDIA_ID/Chadian_Civil_War_(1965–79),"MilitaryConflict,Event,SocietalEvent"
802,DBPEDIA_ID/Champion_of_Champions_(horse_race),"SportsEvent,HorseRace,Race,Event,SocietalEvent"
803,DBPEDIA_ID/Channel_One_Cup_(ice_hockey),"SocietalEvent,Event,Convention"
804,DBPEDIA_ID/Maverick_Movie_Awards,"FilmFestival,Event,SocietalEvent"
805,DBPEDIA_ID/Mediterranean_U-boat_Campaign_(World_War_II),"MilitaryConflict,Event,SocietalEvent"
806,DBPEDIA_ID/Midwest_FurFest,"SocietalEvent,Event,Convention"
807,"DBPEDIA_ID/Minnesota_House_of_Representatives_District_19A_special_election,_2013","SocietalEvent,Election,Event"
808,"DBPEDIA_ID/Minnesota_gubernatorial_election,_1900","SocietalEvent,Election,Event"
809,DBPEDIA_ID/Mission_Creek_Music_and_Arts_Festival,"FilmFestival,Event,SocietalEvent"
810,DBPEDIA_ID/Mister_Diz_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
811,DBPEDIA_ID/Modern_pentathlon_at_the_2000_Summer_Olympics_–_Women's,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
812,"DBPEDIA_ID/Nanumaga_by-election,_2014","SocietalEvent,Election,Event"
813,"DBPEDIA_ID/Navarrese_parliamentary_election,_1995","SocietalEvent,Election,Event"
814,"DBPEDIA_ID/Nevada_gubernatorial_election,_1982","SocietalEvent,Election,Event"
815,"DBPEDIA_ID/New_Brunswick_general_election,_1999","SocietalEvent,Election,Event"
816,"DBPEDIA_ID/New_Mexico_gubernatorial_election,_2002","SocietalEvent,Election,Event"
817,DBPEDIA_ID/Nian_Rebellion,"MilitaryConflict,Event,SocietalEvent"
818,"DBPEDIA_ID/Nigerien_general_election,_2004","SocietalEvent,Election,Event"
819,"DBPEDIA_ID/North_Carolina_lieutenant_gubernatorial_election,_2012","SocietalEvent,Election,Event"
820,DBPEDIA_ID/Northwest_EAA_Fly-In,"SocietalEvent,Event,Convention"
821,"DBPEDIA_ID/Ontario_general_election,_1871","SocietalEvent,Election,Event"
822,DBPEDIA_ID/Open_de_Limoges,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
823,DBPEDIA_ID/Operation_Colossus,"MilitaryConflict,Event,SocietalEvent"
824,DBPEDIA_ID/Operation_Definite_Victory,"MilitaryConflict,Event,SocietalEvent"
825,DBPEDIA_ID/Operation_Polecharge,"MilitaryConflict,Event,SocietalEvent"
826,DBPEDIA_ID/Operation_Rimon_20,"MilitaryConflict,Event,SocietalEvent"
827,DBPEDIA_ID/Operation_Spring,"MilitaryConflict,Event,SocietalEvent"
828,DBPEDIA_ID/Order_of_battle_at_the_Battle_of_Stockach_(1799),"MilitaryConflict,Event,SocietalEvent"
829,DBPEDIA_ID/Ottoman–Persian_War_(1730–35),"MilitaryConflict,Event,SocietalEvent"
830,DBPEDIA_ID/PLAY:_The_Games_Festival,"SocietalEvent,Event,Convention"
831,DBPEDIA_ID/Pact_of_Biak-na-Bato,"MilitaryConflict,Event,SocietalEvent"
832,DBPEDIA_ID/Pakistan_Open,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
833,"DBPEDIA_ID/Pennsylvania_gubernatorial_election,_1851","SocietalEvent,Election,Event"
